date;symbol;interval;estimator;fix_imbalance_method;stop_loss;times_regression_profit_and_loss;features;CAI;ESTAVEL;SOBE;max_score
2023-10-20 09:37:14;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume'];0.5038;0.0719;0.4467;0.5038
2023-10-20 09:43:44;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.5053;0.1833;0.3689;0.5053
2023-10-20 09:44:34;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.5076;0.0719;0.4817;0.5076
2023-10-20 09:49:40;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.4663;0.0713;0.5088;0.5088
2023-10-20 09:39:14;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades'];0.5098;0.0639;0.4602;0.5098
2023-10-20 09:39:08;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3375;0.19;0.5099;0.5099
2023-10-20 09:53:02;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.5102;0.0944;0.4489;0.5102
2023-10-20 09:51:03;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3386;0.3057;0.5113;0.5113
2023-10-20 09:34:31;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades'];0.5117;0.0731;0.4584;0.5117
2023-10-20 09:36:34;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume'];0.4667;0.0889;0.5128;0.5128
2023-10-20 09:32:37;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume'];0.4333;0.0889;0.5142;0.5142
2023-10-20 09:39:37;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume'];0.5152;0.109;0.4394;0.5152
2023-10-20 09:45:59;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume'];0.5152;0.0767;0.4613;0.5152
2023-10-20 09:37:04;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p'];0.4064;0.084;0.5153;0.5153
2023-10-20 09:33:16;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume'];0.5197;0.1127;0.4021;0.5197
2023-10-20 09:32:57;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades'];0.4235;0.0822;0.5208;0.5208
2023-10-20 09:32:17;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume'];0.522;0.134;0.385;0.522
2023-10-20 09:40:40;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume'];0.5223;0.0676;0.4335;0.5223
2023-10-20 09:34:11;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume'];0.5223;0.1175;0.4302;0.5223
2023-10-20 09:47:30;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];0.4367;0.1084;0.5223;0.5223
2023-10-20 09:51:53;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.4367;0.0987;0.523;0.523
2023-10-20 09:38:15;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.5235;0.1108;0.4153;0.5235
2023-10-20 09:35:13;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume'];0.5292;0.1139;0.4134;0.5292
2023-10-20 09:51:24;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.5303;0.3216;0.3093;0.5303
2023-10-20 09:50:41;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3155;0.299;0.5307;0.5307
2023-10-20 09:44:50;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.5314;0.2753;0.2579;0.5314
2023-10-20 09:39:04;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3708;0.0993;0.5329;0.5329
2023-10-20 09:50:58;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3481;0.0743;0.5329;0.5329
2023-10-20 09:44:25;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3939;0.0688;0.5336;0.5336
2023-10-20 09:38:49;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'ema_24p'];0.3542;0.1364;0.5343;0.5343
2023-10-20 09:33:52;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'ema_24p'];0.4735;0.0079;0.5347;0.5347
2023-10-20 09:41:44;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.5367;0.1054;0.4339;0.5367
2023-10-20 09:42:51;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume'];0.4519;0.081;0.5376;0.5376
2023-10-20 09:41:02;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume'];0.5394;0.0828;0.4372;0.5394
2023-10-20 09:40:19;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'ema_24p'];0.4148;0.0962;0.5402;0.5402
2023-10-20 09:45:38;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3879;0.0713;0.5413;0.5413
2023-10-20 09:44:29;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3216;0.2649;0.5464;0.5464
2023-10-20 09:46:44;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];0.4011;0.0816;0.5522;0.5522
2023-10-20 09:34:52;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume'];0.553;0.1048;0.3736;0.553
2023-10-20 09:48:13;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume'];0.5564;0.0828;0.4423;0.5564
2023-10-20 09:50:03;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.3716;0.078;0.5603;0.5603
2023-10-20 09:35:53;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades'];0.4341;0.0883;0.5643;0.5643
2023-10-20 09:51:09;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.4102;0.0944;0.5646;0.5646
2023-10-20 09:37:09;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p'];0.3273;0.1596;0.5661;0.5661
2023-10-20 09:34:06;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'ema_24p'];0.4542;0.0104;0.5687;0.5687
2023-10-20 09:38:35;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'ema_24p'];0.4439;0.0353;0.5698;0.5698
2023-10-20 09:43:23;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];0.3208;0.0706;0.5698;0.5698
2023-10-20 09:37:35;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume'];0.4011;0.0761;0.5774;0.5774
2023-10-20 09:45:06;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.275;0.081;0.5785;0.5785
2023-10-20 09:43:53;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];0.3886;0.0755;0.5793;0.5793
2023-10-20 09:50:25;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.4072;0.0597;0.5793;0.5793
2023-10-20 09:43:27;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];0.3102;0.1967;0.5807;0.5807
2023-10-20 09:44:56;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.3989;0.0883;0.5818;0.5818
2023-10-20 09:48:36;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.4186;0.0859;0.5836;0.5836
2023-10-20 09:45:28;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3098;0.0639;0.5847;0.5847
2023-10-20 09:38:05;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];0.2947;0.0865;0.5851;0.5851
2023-10-20 09:50:37;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3148;0.0505;0.5931;0.5931
2023-10-20 09:35:43;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'ema_24p'];0.3405;0.0871;0.5972;0.5972
2023-10-20 09:24:25;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3633;0.0767;0.5997;0.5997
2023-10-20 09:52:16;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3633;0.0737;0.6012;0.6012
2023-10-20 09:24:48;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'ema_24p'];0.3924;0.078;0.6012;0.6012
2023-10-20 09:53:25;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3663;0.0694;0.603;0.603
2023-10-20 09:49:31;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3068;0.0792;0.6041;0.6041
2023-10-20 09:24:59;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'taker_buy_base_asset_volume', 'ema_24p'];0.2727;0.1102;0.6056;0.6056
2023-10-20 09:24:41;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.2992;0.0609;0.607;0.607
2023-10-20 09:44:04;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];0.3027;0.0658;0.6092;0.6092
2023-10-20 09:52:52;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3015;0.0572;0.6114;0.6114
2023-10-20 09:36:54;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'ema_24p'];0.3481;0.0603;0.6143;0.6143
2023-10-20 09:37:55;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];0.3848;0.0244;0.6154;0.6154
2023-10-20 09:48:03;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.308;0.0664;0.6158;0.6158
2023-10-20 09:42:19;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.2795;0.0713;0.6169;0.6169
2023-10-20 09:50:47;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3723;0.0652;0.6169;0.6169
2023-10-20 09:38:45;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'ema_24p'];0.2625;0.1114;0.6224;0.6224
2023-10-20 09:47:52;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3383;0.0792;0.6227;0.6227
2023-10-20 09:35:33;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'ema_24p'];0.3913;0.039;0.6234;0.6234
2023-10-20 09:45:49;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.2898;0.0792;0.6234;0.6234
2023-10-20 09:50:14;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.2606;0.0883;0.626;0.626
2023-10-20 09:38:09;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'number_of_trades', 'ema_24p'];0.3064;0.0773;0.6297;0.6297
2023-10-20 09:38:54;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3428;0.056;0.63;0.63
2023-10-20 09:53:37;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.2871;0.0615;0.6304;0.6304
2023-10-20 09:44:14;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3549;0.0706;0.6308;0.6308
2023-10-20 09:35:48;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'ema_24p'];0.3379;0.1267;0.634;0.634
2023-10-20 09:41:38;ETHUSDT;1h;knn;repeatededitednearestneighbours;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'ema_24p'];0.2223;0.2594;0.6351;0.6351
2023-10-20 09:49:09;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.2701;0.0627;0.6355;0.6355
2023-10-20 09:52:39;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3386;0.0719;0.6388;0.6388
2023-10-20 09:41:34;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'ema_24p'];0.2125;0.0914;0.6402;0.6402
2023-10-20 09:34:00;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'ema_24p'];0.3958;0.0615;0.6428;0.6428
2023-10-20 09:48:47;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.2432;0.0859;0.6465;0.6465
2023-10-20 09:46:57;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];0.267;0.0646;0.6476;0.6476
2023-10-20 09:45:17;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.3352;0.0597;0.6512;0.6512
2023-10-20 09:41:23;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'ema_24p'];0.3117;0.0865;0.6545;0.6545
2023-10-20 09:53:14;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.275;0.0597;0.6545;0.6545
2023-10-20 09:52:28;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_quote_asset_volume', 'ema_24p'];0.264;0.0633;0.6552;0.6552
2023-10-20 09:47:42;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'taker_buy_base_asset_volume', 'ema_24p'];0.2542;0.0719;0.6614;0.6614
2023-10-20 09:40:30;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'ema_24p'];0.2557;0.0755;0.6618;0.6618
2023-10-20 09:43:12;ETHUSDT;1h;knn;allknn;1.0;24;['open_time', 'status', 'quote_asset_volume', 'number_of_trades', 'ema_24p'];0.2826;0.0725;0.6644;0.6644
2023-10-20 09:51:20;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'number_of_trades', 'taker_buy_base_asset_volume', 'taker_buy_quote_asset_volume', 'ema_24p'];0.239;0.0579;0.6841;0.6841
2023-10-20 09:52:05;ETHUSDT;1h;knn;instancehardnessthreshold;1.0;24;['open_time', 'status', 'volume', 'quote_asset_volume', 'number_of_trades', 'taker_buy_base_asset_volume', 'ema_24p'];0.2201;0.0603;0.7038;0.7038
